model1,model2,graph_distance
google/gemma-2-2b,meta-llama/Meta-Llama-3.2-3B,
google/gemma-2-2b,microsoft/Phi-3.5-mini-instruct,
google/gemma-2-2b,microsoft/UserLM-8b,
google/gemma-2-2b,mistralai/Mistral-7B-Instruct-v0.2,
google/gemma-2-2b,mistralai/Mistral-7B-Instruct-v0.3,
google/gemma-2-2b,mistralai/Mistral-7B-v0.1,
google/gemma-2-2b,mistralai/Mistral-7B-v0.3,
google/gemma-2-2b,nvidia/DLER-Llama-Nemotron-8B-Merge-Research,
google/gemma-2-2b,nvidia/DLER-R1-1.5B-Research,
google/gemma-2-2b,nvidia/Llama-3.1-8B-Instruct-FP8,
google/gemma-2-2b,nvidia/Llama-3.1-Nemotron-Nano-8B-v1,
google/gemma-2-2b,nvidia/OpenCodeReasoning-Nemotron-1.1-7B,
google/gemma-2-2b,nvidia/OpenCodeReasoning-Nemotron-7B,
google/gemma-2-2b,nvidia/OpenMath-Nemotron-1.5B,
google/gemma-2-2b,nvidia/OpenMath2-Llama3.1-8B,
google/gemma-2-2b,nvidia/OpenReasoning-Nemotron-1.5B,
google/gemma-2-2b,tiiuae/Falcon3-1B-Base,
google/gemma-2-2b,tiiuae/Falcon3-1B-Instruct,
google/gemma-2-2b,unsloth/DeepSeek-R1-Distill-Qwen-1.5B,
google/gemma-2-2b,unsloth/Llama-3.1-8B,
google/gemma-2-2b,unsloth/Llama-3.2-1B,
google/gemma-2-2b,unsloth/Llama-3.2-1B-Instruct,
google/gemma-2-2b,unsloth/Llama-3.2-3B-Instruct,
google/gemma-2-2b,unsloth/Meta-Llama-3.1-8B-Instruct,
google/gemma-2-2b,unsloth/Phi-3.5-mini-instruct,
google/gemma-2-2b,unsloth/Qwen2.5-0.5B,
google/gemma-2-2b,unsloth/Qwen2.5-0.5B-Instruct,
google/gemma-2-2b,unsloth/Qwen2.5-1.5B,
google/gemma-2-2b,unsloth/Qwen2.5-1.5B-Instruct,
google/gemma-2-2b,unsloth/Qwen2.5-Math-1.5B,
google/gemma-2-2b,unsloth/Qwen2.5-Math-7B-Instruct,
google/gemma-2-2b,unsloth/Qwen3-1.7B-Base,
google/gemma-2-2b-it,google/gemma-2-2b-jpn-it,1.0
google/gemma-2-2b-it,inference-net/Schematron-3B,
google/gemma-2-2b-it,meta-llama/Llama-3.1-8B,
google/gemma-2-2b-it,meta-llama/Llama-3.1-8B-Instruct,
google/gemma-2-2b-it,meta-llama/Llama-3.2-1B,
google/gemma-2-2b-it,meta-llama/Llama-3.2-1B-Instruct,
google/gemma-2-2b-it,meta-llama/Llama-3.2-3B,
google/gemma-2-2b-it,meta-llama/Llama-3.2-3B-Instruct,
google/gemma-2-2b-it,meta-llama/Llama-Guard-3-8B,
google/gemma-2-2b-it,meta-llama/Meta-Llama-3-8B,
google/gemma-2-2b-it,meta-llama/Meta-Llama-3-8B-Instruct,
google/gemma-2-2b-it,meta-llama/Meta-Llama-3.2-3B,
google/gemma-2-2b-it,microsoft/Phi-3.5-mini-instruct,
google/gemma-2-2b-it,microsoft/UserLM-8b,
google/gemma-2-2b-it,mistralai/Mistral-7B-Instruct-v0.2,
google/gemma-2-2b-it,mistralai/Mistral-7B-Instruct-v0.3,
google/gemma-2-2b-it,mistralai/Mistral-7B-v0.1,
google/gemma-2-2b-it,mistralai/Mistral-7B-v0.3,
google/gemma-2-2b-it,nvidia/DLER-Llama-Nemotron-8B-Merge-Research,
google/gemma-2-2b-it,nvidia/DLER-R1-1.5B-Research,
google/gemma-2-2b-it,nvidia/Llama-3.1-8B-Instruct-FP8,
google/gemma-2-2b-it,nvidia/Llama-3.1-Nemotron-Nano-8B-v1,
google/gemma-2-2b-it,nvidia/OpenCodeReasoning-Nemotron-1.1-7B,
google/gemma-2-2b-it,nvidia/OpenCodeReasoning-Nemotron-7B,
google/gemma-2-2b-it,nvidia/OpenMath-Nemotron-1.5B,
google/gemma-2-2b-it,nvidia/OpenMath2-Llama3.1-8B,
google/gemma-2-2b-it,nvidia/OpenReasoning-Nemotron-1.5B,
google/gemma-2-2b-it,tiiuae/Falcon3-1B-Base,
google/gemma-2-2b-it,tiiuae/Falcon3-1B-Instruct,
google/gemma-2-2b-it,unsloth/DeepSeek-R1-Distill-Qwen-1.5B,
google/gemma-2-2b-it,unsloth/Llama-3.1-8B,
google/gemma-2-2b-it,unsloth/Llama-3.2-1B,
google/gemma-2-2b-it,unsloth/Llama-3.2-1B-Instruct,
google/gemma-2-2b-it,unsloth/Llama-3.2-3B-Instruct,
google/gemma-2-2b-it,unsloth/Meta-Llama-3.1-8B-Instruct,
google/gemma-2-2b-it,unsloth/Phi-3.5-mini-instruct,
google/gemma-2-2b-it,unsloth/Qwen2.5-0.5B,
google/gemma-2-2b-it,unsloth/Qwen2.5-0.5B-Instruct,
google/gemma-2-2b-it,unsloth/Qwen2.5-1.5B,
google/gemma-2-2b-it,unsloth/Qwen2.5-1.5B-Instruct,
google/gemma-2-2b-it,unsloth/Qwen2.5-Math-1.5B,
google/gemma-2-2b-it,unsloth/Qwen2.5-Math-7B-Instruct,
google/gemma-2-2b-it,unsloth/Qwen3-1.7B-Base,
google/gemma-2-2b-jpn-it,inference-net/Schematron-3B,
google/gemma-2-2b-jpn-it,meta-llama/Llama-3.1-8B,
google/gemma-2-2b-jpn-it,meta-llama/Llama-3.1-8B-Instruct,
google/gemma-2-2b-jpn-it,meta-llama/Llama-3.2-1B,
google/gemma-2-2b-jpn-it,meta-llama/Llama-3.2-1B-Instruct,
google/gemma-2-2b-jpn-it,meta-llama/Llama-3.2-3B,
google/gemma-2-2b-jpn-it,meta-llama/Llama-3.2-3B-Instruct,
google/gemma-2-2b-jpn-it,meta-llama/Llama-Guard-3-8B,
google/gemma-2-2b-jpn-it,meta-llama/Meta-Llama-3-8B,
google/gemma-2-2b-jpn-it,meta-llama/Meta-Llama-3-8B-Instruct,
google/gemma-2-2b-jpn-it,meta-llama/Meta-Llama-3.2-3B,
google/gemma-2-2b-jpn-it,microsoft/Phi-3.5-mini-instruct,
google/gemma-2-2b-jpn-it,microsoft/UserLM-8b,
google/gemma-2-2b-jpn-it,mistralai/Mistral-7B-Instruct-v0.2,
google/gemma-2-2b-jpn-it,mistralai/Mistral-7B-Instruct-v0.3,
google/gemma-2-2b-jpn-it,mistralai/Mistral-7B-v0.1,
google/gemma-2-2b-jpn-it,mistralai/Mistral-7B-v0.3,
google/gemma-2-2b-jpn-it,nvidia/DLER-Llama-Nemotron-8B-Merge-Research,
google/gemma-2-2b-jpn-it,nvidia/DLER-R1-1.5B-Research,
google/gemma-2-2b-jpn-it,nvidia/Llama-3.1-8B-Instruct-FP8,
google/gemma-2-2b-jpn-it,nvidia/Llama-3.1-Nemotron-Nano-8B-v1,
google/gemma-2-2b-jpn-it,nvidia/OpenCodeReasoning-Nemotron-1.1-7B,
google/gemma-2-2b-jpn-it,nvidia/OpenCodeReasoning-Nemotron-7B,
google/gemma-2-2b-jpn-it,nvidia/OpenMath-Nemotron-1.5B,
google/gemma-2-2b-jpn-it,nvidia/OpenMath2-Llama3.1-8B,
google/gemma-2-2b-jpn-it,nvidia/OpenReasoning-Nemotron-1.5B,
google/gemma-2-2b-jpn-it,tiiuae/Falcon3-1B-Base,
google/gemma-2-2b-jpn-it,tiiuae/Falcon3-1B-Instruct,
google/gemma-2-2b-jpn-it,unsloth/DeepSeek-R1-Distill-Qwen-1.5B,
google/gemma-2-2b-jpn-it,unsloth/Llama-3.1-8B,
google/gemma-2-2b-jpn-it,unsloth/Llama-3.2-1B,
google/gemma-2-2b-jpn-it,unsloth/Llama-3.2-1B-Instruct,
google/gemma-2-2b-jpn-it,unsloth/Llama-3.2-3B-Instruct,
google/gemma-2-2b-jpn-it,unsloth/Meta-Llama-3.1-8B-Instruct,
google/gemma-2-2b-jpn-it,unsloth/Phi-3.5-mini-instruct,
google/gemma-2-2b-jpn-it,unsloth/Qwen2.5-0.5B,
google/gemma-2-2b-jpn-it,unsloth/Qwen2.5-0.5B-Instruct,
google/gemma-2-2b-jpn-it,unsloth/Qwen2.5-1.5B,
google/gemma-2-2b-jpn-it,unsloth/Qwen2.5-1.5B-Instruct,
google/gemma-2-2b-jpn-it,unsloth/Qwen2.5-Math-1.5B,
google/gemma-2-2b-jpn-it,unsloth/Qwen2.5-Math-7B-Instruct,
google/gemma-2-2b-jpn-it,unsloth/Qwen3-1.7B-Base,
inference-net/Schematron-3B,meta-llama/Llama-3.1-8B,11.0
inference-net/Schematron-3B,meta-llama/Llama-3.1-8B-Instruct,12.0
inference-net/Schematron-3B,meta-llama/Llama-3.2-1B,
inference-net/Schematron-3B,meta-llama/Llama-3.2-1B-Instruct,11.0
inference-net/Schematron-3B,meta-llama/Llama-3.2-3B,1.0
inference-net/Schematron-3B,meta-llama/Llama-3.2-3B-Instruct,1.0
inference-net/Schematron-3B,meta-llama/Llama-Guard-3-8B,12.0
inference-net/Schematron-3B,meta-llama/Meta-Llama-3-8B,11.0
inference-net/Schematron-3B,meta-llama/Meta-Llama-3-8B-Instruct,12.0
inference-net/Schematron-3B,meta-llama/Meta-Llama-3.2-3B,1.0
inference-net/Schematron-3B,microsoft/Phi-3.5-mini-instruct,
inference-net/Schematron-3B,microsoft/UserLM-8b,12.0
inference-net/Schematron-3B,mistralai/Mistral-7B-Instruct-v0.2,
inference-net/Schematron-3B,mistralai/Mistral-7B-Instruct-v0.3,
inference-net/Schematron-3B,mistralai/Mistral-7B-v0.1,
inference-net/Schematron-3B,mistralai/Mistral-7B-v0.3,
inference-net/Schematron-3B,nvidia/DLER-Llama-Nemotron-8B-Merge-Research,
inference-net/Schematron-3B,nvidia/DLER-R1-1.5B-Research,
inference-net/Schematron-3B,nvidia/Llama-3.1-8B-Instruct-FP8,13.0
inference-net/Schematron-3B,nvidia/Llama-3.1-Nemotron-Nano-8B-v1,
inference-net/Schematron-3B,nvidia/OpenCodeReasoning-Nemotron-1.1-7B,
inference-net/Schematron-3B,nvidia/OpenCodeReasoning-Nemotron-7B,
inference-net/Schematron-3B,nvidia/OpenMath-Nemotron-1.5B,
inference-net/Schematron-3B,nvidia/OpenMath2-Llama3.1-8B,12.0
inference-net/Schematron-3B,nvidia/OpenReasoning-Nemotron-1.5B,
inference-net/Schematron-3B,tiiuae/Falcon3-1B-Base,
inference-net/Schematron-3B,tiiuae/Falcon3-1B-Instruct,
inference-net/Schematron-3B,unsloth/DeepSeek-R1-Distill-Qwen-1.5B,
inference-net/Schematron-3B,unsloth/Llama-3.1-8B,12.0
inference-net/Schematron-3B,unsloth/Llama-3.2-1B,
inference-net/Schematron-3B,unsloth/Llama-3.2-1B-Instruct,12.0
inference-net/Schematron-3B,unsloth/Llama-3.2-3B-Instruct,2.0
inference-net/Schematron-3B,unsloth/Meta-Llama-3.1-8B-Instruct,13.0
inference-net/Schematron-3B,unsloth/Phi-3.5-mini-instruct,
inference-net/Schematron-3B,unsloth/Qwen2.5-0.5B,
inference-net/Schematron-3B,unsloth/Qwen2.5-0.5B-Instruct,
inference-net/Schematron-3B,unsloth/Qwen2.5-1.5B,
inference-net/Schematron-3B,unsloth/Qwen2.5-1.5B-Instruct,
inference-net/Schematron-3B,unsloth/Qwen2.5-Math-1.5B,
inference-net/Schematron-3B,unsloth/Qwen2.5-Math-7B-Instruct,
inference-net/Schematron-3B,unsloth/Qwen3-1.7B-Base,
meta-llama/Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,1.0
meta-llama/Llama-3.1-8B,meta-llama/Llama-3.2-1B,
meta-llama/Llama-3.1-8B,meta-llama/Llama-3.2-1B-Instruct,10.0
meta-llama/Llama-3.1-8B,meta-llama/Llama-3.2-3B,10.0
meta-llama/Llama-3.1-8B,meta-llama/Llama-3.2-3B-Instruct,10.0
meta-llama/Llama-3.1-8B,meta-llama/Llama-Guard-3-8B,1.0
meta-llama/Llama-3.1-8B,meta-llama/Meta-Llama-3-8B,0.0
meta-llama/Llama-3.1-8B,meta-llama/Meta-Llama-3-8B-Instruct,1.0
meta-llama/Llama-3.1-8B,meta-llama/Meta-Llama-3.2-3B,10.0
meta-llama/Llama-3.1-8B,microsoft/Phi-3.5-mini-instruct,
meta-llama/Llama-3.1-8B,microsoft/UserLM-8b,1.0
meta-llama/Llama-3.1-8B,mistralai/Mistral-7B-Instruct-v0.2,
meta-llama/Llama-3.1-8B,mistralai/Mistral-7B-Instruct-v0.3,
meta-llama/Llama-3.1-8B,mistralai/Mistral-7B-v0.1,
meta-llama/Llama-3.1-8B,mistralai/Mistral-7B-v0.3,
meta-llama/Llama-3.1-8B,nvidia/DLER-Llama-Nemotron-8B-Merge-Research,
meta-llama/Llama-3.1-8B,nvidia/DLER-R1-1.5B-Research,
meta-llama/Llama-3.1-8B,nvidia/Llama-3.1-8B-Instruct-FP8,2.0
meta-llama/Llama-3.1-8B,nvidia/Llama-3.1-Nemotron-Nano-8B-v1,
meta-llama/Llama-3.1-8B,nvidia/OpenCodeReasoning-Nemotron-1.1-7B,
meta-llama/Llama-3.1-8B,nvidia/OpenCodeReasoning-Nemotron-7B,
meta-llama/Llama-3.1-8B,nvidia/OpenMath-Nemotron-1.5B,
meta-llama/Llama-3.1-8B,nvidia/OpenMath2-Llama3.1-8B,1.0
meta-llama/Llama-3.1-8B,nvidia/OpenReasoning-Nemotron-1.5B,
meta-llama/Llama-3.1-8B,tiiuae/Falcon3-1B-Base,
meta-llama/Llama-3.1-8B,tiiuae/Falcon3-1B-Instruct,
meta-llama/Llama-3.1-8B,unsloth/DeepSeek-R1-Distill-Qwen-1.5B,
meta-llama/Llama-3.1-8B,unsloth/Llama-3.1-8B,1.0
meta-llama/Llama-3.1-8B,unsloth/Llama-3.2-1B,
meta-llama/Llama-3.1-8B,unsloth/Llama-3.2-1B-Instruct,11.0
meta-llama/Llama-3.1-8B,unsloth/Llama-3.2-3B-Instruct,11.0
meta-llama/Llama-3.1-8B,unsloth/Meta-Llama-3.1-8B-Instruct,2.0
meta-llama/Llama-3.1-8B,unsloth/Phi-3.5-mini-instruct,
meta-llama/Llama-3.1-8B,unsloth/Qwen2.5-0.5B,
meta-llama/Llama-3.1-8B,unsloth/Qwen2.5-0.5B-Instruct,
meta-llama/Llama-3.1-8B,unsloth/Qwen2.5-1.5B,
meta-llama/Llama-3.1-8B,unsloth/Qwen2.5-1.5B-Instruct,
meta-llama/Llama-3.1-8B,unsloth/Qwen2.5-Math-1.5B,
meta-llama/Llama-3.1-8B,unsloth/Qwen2.5-Math-7B-Instruct,
meta-llama/Llama-3.1-8B,unsloth/Qwen3-1.7B-Base,
meta-llama/Llama-3.1-8B-Instruct,meta-llama/Llama-3.2-1B,
meta-llama/Llama-3.1-8B-Instruct,meta-llama/Llama-3.2-1B-Instruct,11.0
meta-llama/Llama-3.1-8B-Instruct,meta-llama/Llama-3.2-3B,11.0
meta-llama/Llama-3.1-8B-Instruct,meta-llama/Llama-3.2-3B-Instruct,11.0
meta-llama/Llama-3.1-8B-Instruct,meta-llama/Llama-Guard-3-8B,2.0
meta-llama/Llama-3.1-8B-Instruct,meta-llama/Meta-Llama-3-8B,1.0
meta-llama/Llama-3.1-8B-Instruct,meta-llama/Meta-Llama-3-8B-Instruct,0.0
meta-llama/Llama-3.1-8B-Instruct,meta-llama/Meta-Llama-3.2-3B,11.0
meta-llama/Llama-3.1-8B-Instruct,microsoft/Phi-3.5-mini-instruct,
meta-llama/Llama-3.1-8B-Instruct,microsoft/UserLM-8b,2.0
meta-llama/Llama-3.1-8B-Instruct,mistralai/Mistral-7B-Instruct-v0.2,
meta-llama/Llama-3.1-8B-Instruct,mistralai/Mistral-7B-Instruct-v0.3,
meta-llama/Llama-3.1-8B-Instruct,mistralai/Mistral-7B-v0.1,
meta-llama/Llama-3.1-8B-Instruct,mistralai/Mistral-7B-v0.3,
meta-llama/Llama-3.1-8B-Instruct,nvidia/DLER-Llama-Nemotron-8B-Merge-Research,
meta-llama/Llama-3.1-8B-Instruct,nvidia/DLER-R1-1.5B-Research,
meta-llama/Llama-3.1-8B-Instruct,nvidia/Llama-3.1-8B-Instruct-FP8,1.0
meta-llama/Llama-3.1-8B-Instruct,nvidia/Llama-3.1-Nemotron-Nano-8B-v1,
meta-llama/Llama-3.1-8B-Instruct,nvidia/OpenCodeReasoning-Nemotron-1.1-7B,
meta-llama/Llama-3.1-8B-Instruct,nvidia/OpenCodeReasoning-Nemotron-7B,
meta-llama/Llama-3.1-8B-Instruct,nvidia/OpenMath-Nemotron-1.5B,
meta-llama/Llama-3.1-8B-Instruct,nvidia/OpenMath2-Llama3.1-8B,2.0
meta-llama/Llama-3.1-8B-Instruct,nvidia/OpenReasoning-Nemotron-1.5B,
meta-llama/Llama-3.1-8B-Instruct,tiiuae/Falcon3-1B-Base,
meta-llama/Llama-3.1-8B-Instruct,tiiuae/Falcon3-1B-Instruct,
meta-llama/Llama-3.1-8B-Instruct,unsloth/DeepSeek-R1-Distill-Qwen-1.5B,
meta-llama/Llama-3.1-8B-Instruct,unsloth/Llama-3.1-8B,2.0
meta-llama/Llama-3.1-8B-Instruct,unsloth/Llama-3.2-1B,
meta-llama/Llama-3.1-8B-Instruct,unsloth/Llama-3.2-1B-Instruct,12.0
meta-llama/Llama-3.1-8B-Instruct,unsloth/Llama-3.2-3B-Instruct,12.0
meta-llama/Llama-3.1-8B-Instruct,unsloth/Meta-Llama-3.1-8B-Instruct,1.0
meta-llama/Llama-3.1-8B-Instruct,unsloth/Phi-3.5-mini-instruct,
meta-llama/Llama-3.1-8B-Instruct,unsloth/Qwen2.5-0.5B,
meta-llama/Llama-3.1-8B-Instruct,unsloth/Qwen2.5-0.5B-Instruct,
meta-llama/Llama-3.1-8B-Instruct,unsloth/Qwen2.5-1.5B,
meta-llama/Llama-3.1-8B-Instruct,unsloth/Qwen2.5-1.5B-Instruct,
meta-llama/Llama-3.1-8B-Instruct,unsloth/Qwen2.5-Math-1.5B,
meta-llama/Llama-3.1-8B-Instruct,unsloth/Qwen2.5-Math-7B-Instruct,
meta-llama/Llama-3.1-8B-Instruct,unsloth/Qwen3-1.7B-Base,
meta-llama/Llama-3.2-1B,meta-llama/Llama-3.2-1B-Instruct,
meta-llama/Llama-3.2-1B,meta-llama/Llama-3.2-3B,
meta-llama/Llama-3.2-1B,meta-llama/Llama-3.2-3B-Instruct,
meta-llama/Llama-3.2-1B,meta-llama/Llama-Guard-3-8B,
meta-llama/Llama-3.2-1B,meta-llama/Meta-Llama-3-8B,
meta-llama/Llama-3.2-1B,meta-llama/Meta-Llama-3-8B-Instruct,
meta-llama/Llama-3.2-1B,meta-llama/Meta-Llama-3.2-3B,
meta-llama/Llama-3.2-1B,microsoft/Phi-3.5-mini-instruct,
meta-llama/Llama-3.2-1B,microsoft/UserLM-8b,
meta-llama/Llama-3.2-1B,mistralai/Mistral-7B-Instruct-v0.2,
meta-llama/Llama-3.2-1B,mistralai/Mistral-7B-Instruct-v0.3,
meta-llama/Llama-3.2-1B,mistralai/Mistral-7B-v0.1,
meta-llama/Llama-3.2-1B,mistralai/Mistral-7B-v0.3,
meta-llama/Llama-3.2-1B,nvidia/DLER-Llama-Nemotron-8B-Merge-Research,
meta-llama/Llama-3.2-1B,nvidia/DLER-R1-1.5B-Research,
meta-llama/Llama-3.2-1B,nvidia/Llama-3.1-8B-Instruct-FP8,
meta-llama/Llama-3.2-1B,nvidia/Llama-3.1-Nemotron-Nano-8B-v1,
meta-llama/Llama-3.2-1B,nvidia/OpenCodeReasoning-Nemotron-1.1-7B,
meta-llama/Llama-3.2-1B,nvidia/OpenCodeReasoning-Nemotron-7B,
meta-llama/Llama-3.2-1B,nvidia/OpenMath-Nemotron-1.5B,
meta-llama/Llama-3.2-1B,nvidia/OpenMath2-Llama3.1-8B,
meta-llama/Llama-3.2-1B,nvidia/OpenReasoning-Nemotron-1.5B,
meta-llama/Llama-3.2-1B,tiiuae/Falcon3-1B-Base,
meta-llama/Llama-3.2-1B,tiiuae/Falcon3-1B-Instruct,
meta-llama/Llama-3.2-1B,unsloth/DeepSeek-R1-Distill-Qwen-1.5B,
meta-llama/Llama-3.2-1B,unsloth/Llama-3.1-8B,
meta-llama/Llama-3.2-1B,unsloth/Llama-3.2-1B,1.0
meta-llama/Llama-3.2-1B,unsloth/Llama-3.2-1B-Instruct,
meta-llama/Llama-3.2-1B,unsloth/Llama-3.2-3B-Instruct,
meta-llama/Llama-3.2-1B,unsloth/Meta-Llama-3.1-8B-Instruct,
meta-llama/Llama-3.2-1B,unsloth/Phi-3.5-mini-instruct,
meta-llama/Llama-3.2-1B,unsloth/Qwen2.5-0.5B,
meta-llama/Llama-3.2-1B,unsloth/Qwen2.5-0.5B-Instruct,
meta-llama/Llama-3.2-1B,unsloth/Qwen2.5-1.5B,
meta-llama/Llama-3.2-1B,unsloth/Qwen2.5-1.5B-Instruct,
meta-llama/Llama-3.2-1B,unsloth/Qwen2.5-Math-1.5B,
meta-llama/Llama-3.2-1B,unsloth/Qwen2.5-Math-7B-Instruct,
meta-llama/Llama-3.2-1B,unsloth/Qwen3-1.7B-Base,
meta-llama/Llama-3.2-1B-Instruct,meta-llama/Llama-3.2-3B,10.0
meta-llama/Llama-3.2-1B-Instruct,meta-llama/Llama-3.2-3B-Instruct,10.0
meta-llama/Llama-3.2-1B-Instruct,meta-llama/Llama-Guard-3-8B,11.0
meta-llama/Llama-3.2-1B-Instruct,meta-llama/Meta-Llama-3-8B,10.0
meta-llama/Llama-3.2-1B-Instruct,meta-llama/Meta-Llama-3-8B-Instruct,11.0
meta-llama/Llama-3.2-1B-Instruct,meta-llama/Meta-Llama-3.2-3B,10.0
meta-llama/Llama-3.2-1B-Instruct,microsoft/Phi-3.5-mini-instruct,
meta-llama/Llama-3.2-1B-Instruct,microsoft/UserLM-8b,11.0
meta-llama/Llama-3.2-1B-Instruct,mistralai/Mistral-7B-Instruct-v0.2,
meta-llama/Llama-3.2-1B-Instruct,mistralai/Mistral-7B-Instruct-v0.3,
meta-llama/Llama-3.2-1B-Instruct,mistralai/Mistral-7B-v0.1,
meta-llama/Llama-3.2-1B-Instruct,mistralai/Mistral-7B-v0.3,
meta-llama/Llama-3.2-1B-Instruct,nvidia/DLER-Llama-Nemotron-8B-Merge-Research,
meta-llama/Llama-3.2-1B-Instruct,nvidia/DLER-R1-1.5B-Research,
meta-llama/Llama-3.2-1B-Instruct,nvidia/Llama-3.1-8B-Instruct-FP8,12.0
meta-llama/Llama-3.2-1B-Instruct,nvidia/Llama-3.1-Nemotron-Nano-8B-v1,
meta-llama/Llama-3.2-1B-Instruct,nvidia/OpenCodeReasoning-Nemotron-1.1-7B,
meta-llama/Llama-3.2-1B-Instruct,nvidia/OpenCodeReasoning-Nemotron-7B,
meta-llama/Llama-3.2-1B-Instruct,nvidia/OpenMath-Nemotron-1.5B,
meta-llama/Llama-3.2-1B-Instruct,nvidia/OpenMath2-Llama3.1-8B,11.0
meta-llama/Llama-3.2-1B-Instruct,nvidia/OpenReasoning-Nemotron-1.5B,
meta-llama/Llama-3.2-1B-Instruct,tiiuae/Falcon3-1B-Base,
meta-llama/Llama-3.2-1B-Instruct,tiiuae/Falcon3-1B-Instruct,
meta-llama/Llama-3.2-1B-Instruct,unsloth/DeepSeek-R1-Distill-Qwen-1.5B,
meta-llama/Llama-3.2-1B-Instruct,unsloth/Llama-3.1-8B,11.0
meta-llama/Llama-3.2-1B-Instruct,unsloth/Llama-3.2-1B,
meta-llama/Llama-3.2-1B-Instruct,unsloth/Llama-3.2-1B-Instruct,1.0
meta-llama/Llama-3.2-1B-Instruct,unsloth/Llama-3.2-3B-Instruct,11.0
meta-llama/Llama-3.2-1B-Instruct,unsloth/Meta-Llama-3.1-8B-Instruct,12.0
meta-llama/Llama-3.2-1B-Instruct,unsloth/Phi-3.5-mini-instruct,
meta-llama/Llama-3.2-1B-Instruct,unsloth/Qwen2.5-0.5B,
meta-llama/Llama-3.2-1B-Instruct,unsloth/Qwen2.5-0.5B-Instruct,
meta-llama/Llama-3.2-1B-Instruct,unsloth/Qwen2.5-1.5B,
meta-llama/Llama-3.2-1B-Instruct,unsloth/Qwen2.5-1.5B-Instruct,
meta-llama/Llama-3.2-1B-Instruct,unsloth/Qwen2.5-Math-1.5B,
meta-llama/Llama-3.2-1B-Instruct,unsloth/Qwen2.5-Math-7B-Instruct,
meta-llama/Llama-3.2-1B-Instruct,unsloth/Qwen3-1.7B-Base,
meta-llama/Llama-3.2-3B,meta-llama/Llama-3.2-3B-Instruct,0.0
meta-llama/Llama-3.2-3B,meta-llama/Llama-Guard-3-8B,11.0
meta-llama/Llama-3.2-3B,meta-llama/Meta-Llama-3-8B,10.0
meta-llama/Llama-3.2-3B,meta-llama/Meta-Llama-3-8B-Instruct,11.0
meta-llama/Llama-3.2-3B,meta-llama/Meta-Llama-3.2-3B,0.0
meta-llama/Llama-3.2-3B,microsoft/Phi-3.5-mini-instruct,
meta-llama/Llama-3.2-3B,microsoft/UserLM-8b,11.0
meta-llama/Llama-3.2-3B,mistralai/Mistral-7B-Instruct-v0.2,
meta-llama/Llama-3.2-3B,mistralai/Mistral-7B-Instruct-v0.3,
meta-llama/Llama-3.2-3B,mistralai/Mistral-7B-v0.1,
meta-llama/Llama-3.2-3B,mistralai/Mistral-7B-v0.3,
meta-llama/Llama-3.2-3B,nvidia/DLER-Llama-Nemotron-8B-Merge-Research,
meta-llama/Llama-3.2-3B,nvidia/DLER-R1-1.5B-Research,
meta-llama/Llama-3.2-3B,nvidia/Llama-3.1-8B-Instruct-FP8,12.0
meta-llama/Llama-3.2-3B,nvidia/Llama-3.1-Nemotron-Nano-8B-v1,
meta-llama/Llama-3.2-3B,nvidia/OpenCodeReasoning-Nemotron-1.1-7B,
meta-llama/Llama-3.2-3B,nvidia/OpenCodeReasoning-Nemotron-7B,
meta-llama/Llama-3.2-3B,nvidia/OpenMath-Nemotron-1.5B,
meta-llama/Llama-3.2-3B,nvidia/OpenMath2-Llama3.1-8B,11.0
meta-llama/Llama-3.2-3B,nvidia/OpenReasoning-Nemotron-1.5B,
meta-llama/Llama-3.2-3B,tiiuae/Falcon3-1B-Base,
meta-llama/Llama-3.2-3B,tiiuae/Falcon3-1B-Instruct,
meta-llama/Llama-3.2-3B,unsloth/DeepSeek-R1-Distill-Qwen-1.5B,
meta-llama/Llama-3.2-3B,unsloth/Llama-3.1-8B,11.0
meta-llama/Llama-3.2-3B,unsloth/Llama-3.2-1B,
meta-llama/Llama-3.2-3B,unsloth/Llama-3.2-1B-Instruct,11.0
meta-llama/Llama-3.2-3B,unsloth/Llama-3.2-3B-Instruct,1.0
meta-llama/Llama-3.2-3B,unsloth/Meta-Llama-3.1-8B-Instruct,12.0
meta-llama/Llama-3.2-3B,unsloth/Phi-3.5-mini-instruct,
meta-llama/Llama-3.2-3B,unsloth/Qwen2.5-0.5B,
meta-llama/Llama-3.2-3B,unsloth/Qwen2.5-0.5B-Instruct,
meta-llama/Llama-3.2-3B,unsloth/Qwen2.5-1.5B,
meta-llama/Llama-3.2-3B,unsloth/Qwen2.5-1.5B-Instruct,
meta-llama/Llama-3.2-3B,unsloth/Qwen2.5-Math-1.5B,
meta-llama/Llama-3.2-3B,unsloth/Qwen2.5-Math-7B-Instruct,
meta-llama/Llama-3.2-3B,unsloth/Qwen3-1.7B-Base,
meta-llama/Llama-3.2-3B-Instruct,meta-llama/Llama-Guard-3-8B,11.0
meta-llama/Llama-3.2-3B-Instruct,meta-llama/Meta-Llama-3-8B,10.0
meta-llama/Llama-3.2-3B-Instruct,meta-llama/Meta-Llama-3-8B-Instruct,11.0
meta-llama/Llama-3.2-3B-Instruct,meta-llama/Meta-Llama-3.2-3B,0.0
